Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,009018,1936,11,0.8,Y
IDCJAC0001,009018,1936,12,52.0,Y
IDCJAC0001,009018,1937,01,0.0,Y
IDCJAC0001,009018,1937,02,4.3,Y
IDCJAC0001,009018,1937,03,11.0,Y
IDCJAC0001,009018,1937,04,98.6,Y
IDCJAC0001,009018,1937,05,166.9,Y
IDCJAC0001,009018,1937,06,111.8,Y
IDCJAC0001,009018,1937,07,40.9,Y
IDCJAC0001,009018,1937,08,125.0,Y
IDCJAC0001,009018,1937,09,67.0,Y
IDCJAC0001,009018,1937,10,13.6,Y
IDCJAC0001,009018,1937,11,9.9,Y
IDCJAC0001,009018,1937,12,2.5,Y
IDCJAC0001,009018,1938,01,0.8,Y
IDCJAC0001,009018,1938,02,8.6,Y
IDCJAC0001,009018,1938,03,24.9,Y
IDCJAC0001,009018,1938,04,56.2,Y
IDCJAC0001,009018,1938,05,63.5,Y
IDCJAC0001,009018,1938,06,100.6,Y
IDCJAC0001,009018,1938,07,188.7,Y
IDCJAC0001,009018,1938,08,70.7,Y
IDCJAC0001,009018,1938,09,72.9,Y
IDCJAC0001,009018,1938,10,34.3,Y
IDCJAC0001,009018,1938,11,23.4,Y
IDCJAC0001,009018,1938,12,0.3,Y
IDCJAC0001,009018,1939,01,34.8,Y
IDCJAC0001,009018,1939,02,36.6,Y
IDCJAC0001,009018,1939,03,1.5,Y
IDCJAC0001,009018,1939,04,5.1,Y
IDCJAC0001,009018,1939,05,103.2,Y
IDCJAC0001,009018,1939,06,220.8,Y
IDCJAC0001,009018,1939,07,231.1,Y
IDCJAC0001,009018,1939,08,190.7,Y
IDCJAC0001,009018,1939,09,11.9,Y
IDCJAC0001,009018,1939,10,44.5,Y
IDCJAC0001,009018,1939,11,34.4,Y
IDCJAC0001,009018,1939,12,3.6,Y
IDCJAC0001,009018,1940,01,42.4,Y
IDCJAC0001,009018,1940,02,0.5,Y
IDCJAC0001,009018,1940,03,1.3,Y
IDCJAC0001,009018,1940,04,4.8,Y
IDCJAC0001,009018,1940,05,44.5,Y
IDCJAC0001,009018,1940,06,92.6,Y
IDCJAC0001,009018,1940,07,93.0,Y
IDCJAC0001,009018,1940,08,43.6,Y
IDCJAC0001,009018,1940,09,56.6,Y
IDCJAC0001,009018,1940,10,60.4,Y
IDCJAC0001,009018,1940,11,11.4,Y
IDCJAC0001,009018,1940,12,33.0,Y
IDCJAC0001,009018,1941,01,0.5,Y
IDCJAC0001,009018,1941,02,1.8,Y
IDCJAC0001,009018,1941,03,15.0,Y
IDCJAC0001,009018,1941,04,71.2,Y
IDCJAC0001,009018,1941,05,60.9,Y
IDCJAC0001,009018,1941,06,184.9,Y
IDCJAC0001,009018,1941,07,131.1,Y
IDCJAC0001,009018,1941,08,118.0,Y
IDCJAC0001,009018,1941,09,88.2,Y
IDCJAC0001,009018,1941,10,47.3,Y
IDCJAC0001,009018,1941,11,39.5,Y
IDCJAC0001,009018,1941,12,1.5,Y
IDCJAC0001,009018,1942,01,3.8,Y
IDCJAC0001,009018,1942,02,2.5,Y
IDCJAC0001,009018,1942,03,42.5,Y
IDCJAC0001,009018,1942,04,37.3,Y
IDCJAC0001,009018,1942,05,109.0,Y
IDCJAC0001,009018,1942,06,150.1,Y
IDCJAC0001,009018,1942,07,125.0,Y
IDCJAC0001,009018,1942,08,163.0,Y
IDCJAC0001,009018,1942,09,90.1,Y
IDCJAC0001,009018,1942,10,39.1,Y
IDCJAC0001,009018,1942,11,2.0,Y
IDCJAC0001,009018,1942,12,9.1,Y
IDCJAC0001,009018,1943,01,11.7,Y
IDCJAC0001,009018,1943,02,6.8,Y
IDCJAC0001,009018,1943,03,31.1,Y
IDCJAC0001,009018,1943,04,34.3,Y
IDCJAC0001,009018,1943,05,88.4,Y
IDCJAC0001,009018,1943,06,113.8,Y
IDCJAC0001,009018,1943,07,152.9,Y
IDCJAC0001,009018,1943,08,96.5,Y
IDCJAC0001,009018,1943,09,71.9,Y
IDCJAC0001,009018,1943,10,5.6,Y
IDCJAC0001,009018,1943,11,2.3,Y
IDCJAC0001,009018,1943,12,2.5,Y
IDCJAC0001,009018,1944,01,0.0,Y
IDCJAC0001,009018,1944,02,0.0,Y
IDCJAC0001,009018,1944,03,2.8,Y
IDCJAC0001,009018,1944,04,22.9,Y
IDCJAC0001,009018,1944,05,104.3,Y
IDCJAC0001,009018,1944,06,83.0,Y
IDCJAC0001,009018,1944,07,140.2,Y
IDCJAC0001,009018,1944,08,112.7,Y
IDCJAC0001,009018,1944,09,42.5,Y
IDCJAC0001,009018,1944,10,10.7,Y
IDCJAC0001,009018,1944,11,13.2,Y
IDCJAC0001,009018,1944,12,38.4,Y
IDCJAC0001,009018,1945,01,1.3,Y
IDCJAC0001,009018,1945,02,2.3,Y
IDCJAC0001,009018,1945,03,12.7,Y
IDCJAC0001,009018,1945,04,6.4,Y
IDCJAC0001,009018,1945,05,70.1,Y
IDCJAC0001,009018,1945,06,424.8,Y
IDCJAC0001,009018,1945,07,122.5,Y
IDCJAC0001,009018,1945,08,200.0,Y
IDCJAC0001,009018,1945,09,97.1,Y
IDCJAC0001,009018,1945,10,12.6,Y
IDCJAC0001,009018,1945,11,36.6,Y
IDCJAC0001,009018,1945,12,17.5,Y
IDCJAC0001,009018,1946,01,3.8,Y
IDCJAC0001,009018,1946,02,0.0,Y
IDCJAC0001,009018,1946,03,12.7,Y
IDCJAC0001,009018,1946,04,46.4,Y
IDCJAC0001,009018,1946,05,130.3,Y
IDCJAC0001,009018,1946,06,219.8,Y
IDCJAC0001,009018,1946,07,315.9,Y
IDCJAC0001,009018,1946,08,122.7,Y
IDCJAC0001,009018,1946,09,28.5,Y
IDCJAC0001,009018,1946,10,2.3,Y
IDCJAC0001,009018,1946,11,121.2,Y
IDCJAC0001,009018,1946,12,11.8,Y
IDCJAC0001,009018,1947,01,0.0,Y
IDCJAC0001,009018,1947,02,1.0,Y
IDCJAC0001,009018,1947,03,39.4,Y
IDCJAC0001,009018,1947,04,84.1,Y
IDCJAC0001,009018,1947,05,136.2,Y
IDCJAC0001,009018,1947,06,202.2,Y
IDCJAC0001,009018,1947,07,109.7,Y
IDCJAC0001,009018,1947,08,45.9,Y
IDCJAC0001,009018,1947,09,68.8,Y
IDCJAC0001,009018,1947,10,112.8,Y
IDCJAC0001,009018,1947,11,14.2,Y
IDCJAC0001,009018,1947,12,2.8,Y
IDCJAC0001,009018,1948,01,0.0,Y
IDCJAC0001,009018,1948,02,1.0,Y
IDCJAC0001,009018,1948,03,31.8,Y
IDCJAC0001,009018,1948,04,36.4,Y
IDCJAC0001,009018,1948,05,5.1,Y
IDCJAC0001,009018,1948,06,130.7,Y
IDCJAC0001,009018,1948,07,135.0,Y
IDCJAC0001,009018,1948,08,132.0,Y
IDCJAC0001,009018,1948,09,99.7,Y
IDCJAC0001,009018,1948,10,30.6,Y
IDCJAC0001,009018,1948,11,28.2,Y
IDCJAC0001,009018,1948,12,6.0,Y
IDCJAC0001,009018,1949,01,5.0,Y
IDCJAC0001,009018,1949,02,0.5,Y
IDCJAC0001,009018,1949,03,4.1,Y
IDCJAC0001,009018,1949,04,47.1,Y
IDCJAC0001,009018,1949,05,14.1,Y
IDCJAC0001,009018,1949,06,82.6,Y
IDCJAC0001,009018,1949,07,165.3,Y
IDCJAC0001,009018,1949,08,103.1,Y
IDCJAC0001,009018,1949,09,57.6,Y
IDCJAC0001,009018,1949,10,48.8,Y
IDCJAC0001,009018,1949,11,40.6,Y
IDCJAC0001,009018,1949,12,0.0,Y
IDCJAC0001,009018,1950,01,1.0,Y
IDCJAC0001,009018,1950,02,3.0,Y
IDCJAC0001,009018,1950,03,0.0,Y
IDCJAC0001,009018,1950,04,0.0,Y
IDCJAC0001,009018,1950,05,138.9,Y
IDCJAC0001,009018,1950,06,128.5,Y
IDCJAC0001,009018,1950,07,125.8,Y
IDCJAC0001,009018,1950,08,71.5,Y
IDCJAC0001,009018,1950,09,97.7,Y
IDCJAC0001,009018,1950,10,45.7,Y
IDCJAC0001,009018,1950,11,45.7,Y
IDCJAC0001,009018,1950,12,0.8,Y
IDCJAC0001,009018,1951,01,1.8,Y
IDCJAC0001,009018,1951,02,21.9,Y
IDCJAC0001,009018,1951,03,0.0,Y
IDCJAC0001,009018,1951,04,95.8,Y
IDCJAC0001,009018,1951,05,31.0,Y
IDCJAC0001,009018,1951,06,155.3,Y
IDCJAC0001,009018,1951,07,102.9,Y
IDCJAC0001,009018,1951,08,92.2,Y
IDCJAC0001,009018,1951,09,38.4,Y
IDCJAC0001,009018,1951,10,64.9,Y
IDCJAC0001,009018,1951,11,15.9,Y
IDCJAC0001,009018,1951,12,60.5,Y
IDCJAC0001,009018,1952,01,8.9,Y
IDCJAC0001,009018,1952,02,1.5,Y
IDCJAC0001,009018,1952,03,16.9,Y
IDCJAC0001,009018,1952,04,3.3,Y
IDCJAC0001,009018,1952,05,92.6,Y
IDCJAC0001,009018,1952,06,105.5,Y
IDCJAC0001,009018,1952,07,190.4,Y
IDCJAC0001,009018,1952,08,90.9,Y
IDCJAC0001,009018,1952,09,72.2,Y
IDCJAC0001,009018,1952,10,65.5,Y
IDCJAC0001,009018,1952,11,9.7,Y
IDCJAC0001,009018,1952,12,34.6,Y
IDCJAC0001,009018,1953,01,0.3,Y
IDCJAC0001,009018,1953,02,25.7,Y
IDCJAC0001,009018,1953,03,10.2,Y
IDCJAC0001,009018,1953,04,44.6,Y
IDCJAC0001,009018,1953,05,137.1,Y
IDCJAC0001,009018,1953,06,159.3,Y
IDCJAC0001,009018,1953,07,129.8,Y
IDCJAC0001,009018,1953,08,85.6,Y
IDCJAC0001,009018,1953,09,47.7,Y
IDCJAC0001,009018,1953,10,66.9,Y
IDCJAC0001,009018,1953,11,30.7,Y
IDCJAC0001,009018,1953,12,0.0,Y
IDCJAC0001,009018,1954,01,14.0,Y
IDCJAC0001,009018,1954,02,0.3,Y
IDCJAC0001,009018,1954,03,1.1,Y
IDCJAC0001,009018,1954,04,40.7,Y
IDCJAC0001,009018,1954,05,109.2,Y
IDCJAC0001,009018,1954,06,81.7,Y
IDCJAC0001,009018,1954,07,153.6,Y
IDCJAC0001,009018,1954,08,92.9,Y
IDCJAC0001,009018,1954,09,44.3,Y
IDCJAC0001,009018,1954,10,19.2,Y
IDCJAC0001,009018,1954,11,14.3,Y
IDCJAC0001,009018,1954,12,7.1,Y
IDCJAC0001,009018,1955,01,0.0,Y
IDCJAC0001,009018,1955,02,156.8,Y
IDCJAC0001,009018,1955,03,0.0,Y
IDCJAC0001,009018,1955,04,94.8,Y
IDCJAC0001,009018,1955,05,113.8,Y
IDCJAC0001,009018,1955,06,87.9,Y
IDCJAC0001,009018,1955,07,103.3,Y
IDCJAC0001,009018,1955,08,263.5,Y
IDCJAC0001,009018,1955,09,72.2,Y
IDCJAC0001,009018,1955,10,101.4,Y
IDCJAC0001,009018,1955,11,3.3,Y
IDCJAC0001,009018,1955,12,8.0,Y
IDCJAC0001,009018,1956,01,0.0,Y
IDCJAC0001,009018,1956,02,0.0,Y
IDCJAC0001,009018,1956,03,23.4,Y
IDCJAC0001,009018,1956,04,33.2,Y
IDCJAC0001,009018,1956,05,171.9,Y
IDCJAC0001,009018,1956,06,175.0,Y
IDCJAC0001,009018,1956,07,176.6,Y
IDCJAC0001,009018,1956,08,22.4,Y
IDCJAC0001,009018,1956,09,37.9,Y
IDCJAC0001,009018,1956,10,32.8,Y
IDCJAC0001,009018,1956,11,67.9,Y
IDCJAC0001,009018,1956,12,5.1,Y
IDCJAC0001,009018,1957,01,20.1,Y
IDCJAC0001,009018,1957,02,0.0,Y
IDCJAC0001,009018,1957,03,4.3,Y
IDCJAC0001,009018,1957,04,19.3,Y
IDCJAC0001,009018,1957,05,94.1,Y
IDCJAC0001,009018,1957,06,248.7,Y
IDCJAC0001,009018,1957,07,78.4,Y
IDCJAC0001,009018,1957,08,100.1,Y
IDCJAC0001,009018,1957,09,32.8,Y
IDCJAC0001,009018,1957,10,44.7,Y
IDCJAC0001,009018,1957,11,0.8,Y
IDCJAC0001,009018,1957,12,0.3,Y
IDCJAC0001,009018,1958,01,9.9,Y
IDCJAC0001,009018,1958,02,0.0,Y
IDCJAC0001,009018,1958,03,11.4,Y
IDCJAC0001,009018,1958,04,6.6,Y
IDCJAC0001,009018,1958,05,108.0,Y
IDCJAC0001,009018,1958,06,65.0,Y
IDCJAC0001,009018,1958,07,329.4,Y
IDCJAC0001,009018,1958,08,46.5,Y
IDCJAC0001,009018,1958,09,36.6,Y
IDCJAC0001,009018,1958,10,42.5,Y
IDCJAC0001,009018,1958,11,14.6,Y
IDCJAC0001,009018,1958,12,4.3,Y
IDCJAC0001,009018,1959,01,2.6,Y
IDCJAC0001,009018,1959,02,0.9,Y
IDCJAC0001,009018,1959,03,23.9,Y
IDCJAC0001,009018,1959,04,12.2,Y
IDCJAC0001,009018,1959,05,15.8,Y
IDCJAC0001,009018,1959,06,188.0,Y
IDCJAC0001,009018,1959,07,52.4,Y
IDCJAC0001,009018,1959,08,111.6,Y
IDCJAC0001,009018,1959,09,23.2,Y
IDCJAC0001,009018,1959,10,54.3,Y
IDCJAC0001,009018,1959,11,32.6,Y
IDCJAC0001,009018,1959,12,2.3,Y
IDCJAC0001,009018,1960,01,39.3,Y
IDCJAC0001,009018,1960,02,6.3,Y
IDCJAC0001,009018,1960,03,42.2,Y
IDCJAC0001,009018,1960,04,16.8,Y
IDCJAC0001,009018,1960,05,134.3,Y
IDCJAC0001,009018,1960,06,78.2,Y
IDCJAC0001,009018,1960,07,197.7,Y
IDCJAC0001,009018,1960,08,60.6,Y
IDCJAC0001,009018,1960,09,63.6,Y
IDCJAC0001,009018,1960,10,16.0,Y
IDCJAC0001,009018,1960,11,3.1,Y
IDCJAC0001,009018,1960,12,2.3,Y
IDCJAC0001,009018,1961,01,32.1,Y
IDCJAC0001,009018,1961,02,4.5,Y
IDCJAC0001,009018,1961,03,29.4,Y
IDCJAC0001,009018,1961,04,128.8,Y
IDCJAC0001,009018,1961,05,41.1,Y
IDCJAC0001,009018,1961,06,104.9,Y
IDCJAC0001,009018,1961,07,145.5,Y
IDCJAC0001,009018,1961,08,106.9,Y
IDCJAC0001,009018,1961,09,36.3,Y
IDCJAC0001,009018,1961,10,34.3,Y
IDCJAC0001,009018,1961,11,3.3,Y
IDCJAC0001,009018,1961,12,17.5,Y
IDCJAC0001,009018,1962,01,8.6,Y
IDCJAC0001,009018,1962,02,0.0,Y
IDCJAC0001,009018,1962,03,0.0,Y
IDCJAC0001,009018,1962,04,6.6,Y
IDCJAC0001,009018,1962,05,182.8,Y
IDCJAC0001,009018,1962,06,118.8,Y
IDCJAC0001,009018,1962,07,147.2,Y
IDCJAC0001,009018,1962,08,64.6,Y
IDCJAC0001,009018,1962,09,63.3,Y
IDCJAC0001,009018,1962,10,79.0,Y
IDCJAC0001,009018,1962,11,30.0,Y
IDCJAC0001,009018,1962,12,6.4,Y
IDCJAC0001,009018,1963,01,0.0,Y
IDCJAC0001,009018,1963,02,19.8,Y
IDCJAC0001,009018,1963,03,6.3,Y
IDCJAC0001,009018,1963,04,46.1,Y
IDCJAC0001,009018,1963,05,161.1,Y
IDCJAC0001,009018,1963,06,214.8,Y
IDCJAC0001,009018,1963,07,126.9,Y
IDCJAC0001,009018,1963,08,178.0,Y
IDCJAC0001,009018,1963,09,52.2,Y
IDCJAC0001,009018,1963,10,26.4,Y
IDCJAC0001,009018,1963,11,7.3,Y
IDCJAC0001,009018,1963,12,0.0,Y
IDCJAC0001,009018,1964,01,0.0,Y
IDCJAC0001,009018,1964,02,17.5,Y
IDCJAC0001,009018,1964,03,5.9,Y
IDCJAC0001,009018,1964,04,80.6,Y
IDCJAC0001,009018,1964,05,11.4,Y
IDCJAC0001,009018,1964,06,231.3,Y
IDCJAC0001,009018,1964,07,240.7,Y
IDCJAC0001,009018,1964,08,146.0,Y
IDCJAC0001,009018,1964,09,57.9,Y
IDCJAC0001,009018,1964,10,72.8,Y
IDCJAC0001,009018,1964,11,6.6,Y
IDCJAC0001,009018,1964,12,26.6,Y
IDCJAC0001,009018,1965,01,2.8,Y
IDCJAC0001,009018,1965,02,3.5,Y
IDCJAC0001,009018,1965,03,16.9,Y
IDCJAC0001,009018,1965,04,14.3,Y
IDCJAC0001,009018,1965,05,118.7,Y
IDCJAC0001,009018,1965,06,186.0,Y
IDCJAC0001,009018,1965,07,168.8,Y
IDCJAC0001,009018,1965,08,138.3,Y
IDCJAC0001,009018,1965,09,53.2,Y
IDCJAC0001,009018,1965,10,114.0,Y
IDCJAC0001,009018,1965,11,56.5,Y
IDCJAC0001,009018,1965,12,30.4,Y
IDCJAC0001,009018,1966,01,5.6,Y
IDCJAC0001,009018,1966,02,39.4,Y
IDCJAC0001,009018,1966,03,8.6,Y
IDCJAC0001,009018,1966,04,45.8,Y
IDCJAC0001,009018,1966,05,32.3,Y
IDCJAC0001,009018,1966,06,162.7,Y
IDCJAC0001,009018,1966,07,179.0,Y
IDCJAC0001,009018,1966,08,80.9,Y
IDCJAC0001,009018,1966,09,58.5,Y
IDCJAC0001,009018,1966,10,51.1,Y
IDCJAC0001,009018,1966,11,10.7,Y
IDCJAC0001,009018,1966,12,9.4,Y
IDCJAC0001,009018,1967,01,2.8,Y
IDCJAC0001,009018,1967,02,0.0,Y
IDCJAC0001,009018,1967,03,5.1,Y
IDCJAC0001,009018,1967,04,73.8,Y
IDCJAC0001,009018,1967,05,216.7,Y
IDCJAC0001,009018,1967,06,156.8,Y
IDCJAC0001,009018,1967,07,199.1,Y
IDCJAC0001,009018,1967,08,102.5,Y
IDCJAC0001,009018,1967,09,23.7,Y
IDCJAC0001,009018,1967,10,25.9,Y
IDCJAC0001,009018,1967,11,15.5,Y
IDCJAC0001,009018,1967,12,20.9,Y
IDCJAC0001,009018,1968,01,29.7,Y
IDCJAC0001,009018,1968,02,26.2,Y
IDCJAC0001,009018,1968,03,46.9,Y
IDCJAC0001,009018,1968,04,70.3,Y
IDCJAC0001,009018,1968,05,40.7,Y
IDCJAC0001,009018,1968,06,249.8,Y
IDCJAC0001,009018,1968,07,144.3,Y
IDCJAC0001,009018,1968,08,136.0,Y
IDCJAC0001,009018,1968,09,126.5,Y
IDCJAC0001,009018,1968,10,50.8,Y
IDCJAC0001,009018,1968,11,3.8,Y
IDCJAC0001,009018,1968,12,1.3,Y
IDCJAC0001,009018,1969,01,6.8,Y
IDCJAC0001,009018,1969,02,0.0,Y
IDCJAC0001,009018,1969,03,10.2,Y
IDCJAC0001,009018,1969,04,43.2,Y
IDCJAC0001,009018,1969,05,75.1,Y
IDCJAC0001,009018,1969,06,126.6,Y
IDCJAC0001,009018,1969,07,65.4,Y
IDCJAC0001,009018,1969,08,52.5,Y
IDCJAC0001,009018,1969,09,23.9,Y
IDCJAC0001,009018,1969,10,1.0,Y
IDCJAC0001,009018,1969,11,52.8,Y
IDCJAC0001,009018,1969,12,7.1,Y
IDCJAC0001,009018,1970,01,1.3,Y
IDCJAC0001,009018,1970,02,70.9,Y
IDCJAC0001,009018,1970,03,0.0,Y
IDCJAC0001,009018,1970,04,53.1,Y
IDCJAC0001,009018,1970,05,65.7,Y
IDCJAC0001,009018,1970,06,182.9,Y
IDCJAC0001,009018,1970,07,115.0,Y
IDCJAC0001,009018,1970,08,67.5,Y
IDCJAC0001,009018,1970,09,99.0,Y
IDCJAC0001,009018,1970,10,53.9,Y
IDCJAC0001,009018,1970,11,7.6,Y
IDCJAC0001,009018,1970,12,16.0,Y
IDCJAC0001,009018,1971,01,3.9,Y
IDCJAC0001,009018,1971,02,23.1,Y
IDCJAC0001,009018,1971,03,72.9,Y
IDCJAC0001,009018,1971,04,8.7,Y
IDCJAC0001,009018,1971,05,69.3,Y
IDCJAC0001,009018,1971,06,83.7,Y
IDCJAC0001,009018,1971,07,106.0,Y
IDCJAC0001,009018,1971,08,69.6,Y
IDCJAC0001,009018,1971,09,102.6,Y
IDCJAC0001,009018,1971,10,70.2,Y
IDCJAC0001,009018,1971,11,27.3,Y
IDCJAC0001,009018,1971,12,0.0,Y
IDCJAC0001,009018,1972,01,1.5,Y
IDCJAC0001,009018,1972,02,0.0,Y
IDCJAC0001,009018,1972,03,4.4,Y
IDCJAC0001,009018,1972,04,38.4,Y
IDCJAC0001,009018,1972,05,64.3,Y
IDCJAC0001,009018,1972,06,117.2,Y
IDCJAC0001,009018,1972,07,140.7,Y
IDCJAC0001,009018,1972,08,150.8,Y
IDCJAC0001,009018,1972,09,45.1,Y
IDCJAC0001,009018,1972,10,43.2,Y
IDCJAC0001,009018,1972,11,1.0,Y
IDCJAC0001,009018,1972,12,0.0,Y
IDCJAC0001,009018,1973,01,18.6,Y
IDCJAC0001,009018,1973,02,0.5,Y
IDCJAC0001,009018,1973,03,0.0,Y
IDCJAC0001,009018,1973,04,39.4,Y
IDCJAC0001,009018,1973,05,108.0,Y
IDCJAC0001,009018,1973,06,170.5,Y
IDCJAC0001,009018,1973,07,157.6,Y
IDCJAC0001,009018,1973,08,104.1,Y
IDCJAC0001,009018,1973,09,132.3,Y
IDCJAC0001,009018,1973,10,25.7,Y
IDCJAC0001,009018,1973,11,13.0,Y
IDCJAC0001,009018,1973,12,0.0,Y
IDCJAC0001,009018,1974,01,1.6,Y
IDCJAC0001,009018,1974,02,20.0,Y
IDCJAC0001,009018,1974,03,0.0,Y
IDCJAC0001,009018,1974,04,165.0,Y
IDCJAC0001,009018,1974,05,195.8,Y
IDCJAC0001,009018,1974,06,135.6,Y
IDCJAC0001,009018,1974,07,197.0,Y
IDCJAC0001,009018,1974,08,92.0,Y
IDCJAC0001,009018,1974,09,37.2,Y
IDCJAC0001,009018,1974,10,68.8,Y
IDCJAC0001,009018,1974,11,13.8,Y
IDCJAC0001,009018,1974,12,6.4,Y
IDCJAC0001,009018,1975,01,0.0,Y
IDCJAC0001,009018,1975,02,3.3,Y
IDCJAC0001,009018,1975,03,15.0,Y
IDCJAC0001,009018,1975,04,40.2,Y
IDCJAC0001,009018,1975,05,81.8,Y
IDCJAC0001,009018,1975,06,137.3,Y
IDCJAC0001,009018,1975,07,226.8,Y
IDCJAC0001,009018,1975,08,77.4,Y
IDCJAC0001,009018,1975,09,79.4,Y
IDCJAC0001,009018,1975,10,56.4,Y
IDCJAC0001,009018,1975,11,12.4,Y
IDCJAC0001,009018,1975,12,10.6,Y
IDCJAC0001,009018,1976,01,20.2,Y
IDCJAC0001,009018,1976,02,64.2,Y
IDCJAC0001,009018,1976,03,0.0,Y
IDCJAC0001,009018,1976,04,41.2,Y
IDCJAC0001,009018,1976,05,82.3,Y
IDCJAC0001,009018,1976,06,70.8,Y
IDCJAC0001,009018,1976,07,47.6,Y
IDCJAC0001,009018,1976,08,144.0,Y
IDCJAC0001,009018,1976,09,67.2,Y
IDCJAC0001,009018,1976,10,47.4,Y
IDCJAC0001,009018,1976,11,28.8,Y
IDCJAC0001,009018,1976,12,4.2,Y
IDCJAC0001,009018,1977,01,6.0,Y
IDCJAC0001,009018,1977,02,2.8,Y
IDCJAC0001,009018,1977,03,3.6,Y
IDCJAC0001,009018,1977,04,3.4,Y
IDCJAC0001,009018,1977,05,103.4,Y
IDCJAC0001,009018,1977,06,73.6,Y
IDCJAC0001,009018,1977,07,65.8,Y
IDCJAC0001,009018,1977,08,158.8,Y
IDCJAC0001,009018,1977,09,14.8,Y
IDCJAC0001,009018,1977,10,74.8,Y
IDCJAC0001,009018,1977,11,10.4,Y
IDCJAC0001,009018,1977,12,5.2,Y
IDCJAC0001,009018,1978,01,7.8,Y
IDCJAC0001,009018,1978,02,18.0,Y
IDCJAC0001,009018,1978,03,22.4,Y
IDCJAC0001,009018,1978,04,19.0,Y
IDCJAC0001,009018,1978,05,116.6,Y
IDCJAC0001,009018,1978,06,190.0,Y
IDCJAC0001,009018,1978,07,172.2,Y
IDCJAC0001,009018,1978,08,24.2,Y
IDCJAC0001,009018,1978,09,102.0,Y
IDCJAC0001,009018,1978,10,22.6,Y
IDCJAC0001,009018,1978,11,3.4,Y
IDCJAC0001,009018,1978,12,1.6,Y
IDCJAC0001,009018,1979,01,0.0,Y
IDCJAC0001,009018,1979,02,12.2,Y
IDCJAC0001,009018,1979,03,22.4,Y
IDCJAC0001,009018,1979,04,46.6,Y
IDCJAC0001,009018,1979,05,71.2,Y
IDCJAC0001,009018,1979,06,145.0,Y
IDCJAC0001,009018,1979,07,75.0,Y
IDCJAC0001,009018,1979,08,81.4,Y
IDCJAC0001,009018,1979,09,45.2,Y
IDCJAC0001,009018,1979,10,22.4,Y
IDCJAC0001,009018,1979,11,57.4,Y
IDCJAC0001,009018,1979,12,1.6,Y
IDCJAC0001,009018,1980,01,0.0,Y
IDCJAC0001,009018,1980,02,5.2,Y
IDCJAC0001,009018,1980,03,1.2,Y
IDCJAC0001,009018,1980,04,63.0,Y
IDCJAC0001,009018,1980,05,94.0,Y
IDCJAC0001,009018,1980,06,110.2,Y
IDCJAC0001,009018,1980,07,130.8,Y
IDCJAC0001,009018,1980,08,86.8,Y
IDCJAC0001,009018,1980,09,76.6,Y
IDCJAC0001,009018,1980,10,35.6,Y
IDCJAC0001,009018,1980,11,8.6,Y
IDCJAC0001,009018,1980,12,6.4,Y
IDCJAC0001,009018,1981,01,0.0,Y
IDCJAC0001,009018,1981,02,15.6,Y
IDCJAC0001,009018,1981,03,2.6,Y
IDCJAC0001,009018,1981,04,18.8,Y
IDCJAC0001,009018,1981,05,152.8,Y
IDCJAC0001,009018,1981,06,193.4,Y
IDCJAC0001,009018,1981,07,104.2,Y
IDCJAC0001,009018,1981,08,119.8,Y
IDCJAC0001,009018,1981,09,28.0,Y
IDCJAC0001,009018,1981,10,33.6,Y
IDCJAC0001,009018,1981,11,43.2,Y
IDCJAC0001,009018,1981,12,6.8,Y
IDCJAC0001,009018,1982,01,59.2,Y
IDCJAC0001,009018,1982,02,16.0,Y
IDCJAC0001,009018,1982,03,10.6,Y
IDCJAC0001,009018,1982,04,0.0,Y
IDCJAC0001,009018,1982,05,62.6,Y
IDCJAC0001,009018,1982,06,160.6,Y
IDCJAC0001,009018,1982,07,105.4,Y
IDCJAC0001,009018,1982,08,98.4,Y
IDCJAC0001,009018,1982,09,71.6,Y
IDCJAC0001,009018,1982,10,30.4,Y
IDCJAC0001,009018,1982,11,0.0,Y
IDCJAC0001,009018,1982,12,11.0,Y
IDCJAC0001,009018,1983,01,0.0,Y
IDCJAC0001,009018,1983,02,9.8,Y
IDCJAC0001,009018,1983,03,14.2,Y
IDCJAC0001,009018,1983,04,10.7,Y
IDCJAC0001,009018,1983,05,15.0,Y
IDCJAC0001,009018,1983,06,203.8,Y
IDCJAC0001,009018,1983,07,148.0,Y
IDCJAC0001,009018,1983,08,98.0,Y
IDCJAC0001,009018,1983,09,89.2,Y
IDCJAC0001,009018,1983,10,18.0,Y
IDCJAC0001,009018,1983,11,85.8,Y
IDCJAC0001,009018,1983,12,21.4,Y
IDCJAC0001,009018,1984,01,31.0,Y
IDCJAC0001,009018,1984,02,4.0,Y
IDCJAC0001,009018,1984,03,52.6,Y
IDCJAC0001,009018,1984,04,41.4,Y
IDCJAC0001,009018,1984,05,131.8,Y
IDCJAC0001,009018,1984,06,46.6,Y
IDCJAC0001,009018,1984,07,81.4,Y
IDCJAC0001,009018,1984,08,125.2,Y
IDCJAC0001,009018,1984,09,43.0,Y
IDCJAC0001,009018,1984,10,26.0,Y
IDCJAC0001,009018,1984,11,50.0,Y
IDCJAC0001,009018,1984,12,10.2,Y
IDCJAC0001,009018,1985,01,0.0,Y
IDCJAC0001,009018,1985,02,39.4,Y
IDCJAC0001,009018,1985,03,12.2,Y
