Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,009018,1985,04,24.6,Y
IDCJAC0001,009018,1985,05,42.2,Y
IDCJAC0001,009018,1985,06,54.8,Y
IDCJAC0001,009018,1985,07,123.6,Y
IDCJAC0001,009018,1985,08,110.8,Y
IDCJAC0001,009018,1985,09,57.0,Y
IDCJAC0001,009018,1985,10,16.4,Y
IDCJAC0001,009018,1985,11,12.4,Y
IDCJAC0001,009018,1985,12,3.0,Y
IDCJAC0001,009018,1986,01,5.6,Y
IDCJAC0001,009018,1986,02,78.0,Y
IDCJAC0001,009018,1986,03,14.4,Y
IDCJAC0001,009018,1986,04,4.2,Y
IDCJAC0001,009018,1986,05,113.8,Y
IDCJAC0001,009018,1986,06,169.0,Y
IDCJAC0001,009018,1986,07,177.4,Y
IDCJAC0001,009018,1986,08,101.0,Y
IDCJAC0001,009018,1986,09,33.6,Y
IDCJAC0001,009018,1986,10,40.6,Y
IDCJAC0001,009018,1986,11,3.6,Y
IDCJAC0001,009018,1986,12,3.0,Y
IDCJAC0001,009018,1987,01,0.0,Y
IDCJAC0001,009018,1987,02,0.0,Y
IDCJAC0001,009018,1987,03,19.6,Y
IDCJAC0001,009018,1987,04,47.2,Y
IDCJAC0001,009018,1987,05,93.2,Y
IDCJAC0001,009018,1987,06,132.6,Y
IDCJAC0001,009018,1987,07,143.0,Y
IDCJAC0001,009018,1987,08,88.0,Y
IDCJAC0001,009018,1987,09,41.4,Y
IDCJAC0001,009018,1987,10,15.0,Y
IDCJAC0001,009018,1987,11,35.4,Y
IDCJAC0001,009018,1987,12,12.0,Y
IDCJAC0001,009018,1988,01,2.0,Y
IDCJAC0001,009018,1988,02,0.0,Y
IDCJAC0001,009018,1988,03,34.6,Y
IDCJAC0001,009018,1988,04,43.4,Y
IDCJAC0001,009018,1988,05,87.4,Y
IDCJAC0001,009018,1988,06,119.4,Y
IDCJAC0001,009018,1988,07,136.8,Y
IDCJAC0001,009018,1988,08,102.4,Y
IDCJAC0001,009018,1988,09,54.8,Y
IDCJAC0001,009018,1988,10,47.2,Y
IDCJAC0001,009018,1988,11,28.2,Y
IDCJAC0001,009018,1988,12,14.4,Y
IDCJAC0001,009018,1989,01,15.6,Y
IDCJAC0001,009018,1989,02,15.0,Y
IDCJAC0001,009018,1989,03,0.0,Y
IDCJAC0001,009018,1989,04,46.8,Y
IDCJAC0001,009018,1989,05,101.4,Y
IDCJAC0001,009018,1989,06,53.4,Y
IDCJAC0001,009018,1989,07,105.0,Y
IDCJAC0001,009018,1989,08,73.8,Y
IDCJAC0001,009018,1989,09,49.6,Y
IDCJAC0001,009018,1989,10,80.6,Y
IDCJAC0001,009018,1989,11,11.8,Y
IDCJAC0001,009018,1989,12,4.2,Y
IDCJAC0001,009018,1990,01,111.0,Y
IDCJAC0001,009018,1990,02,10.2,Y
IDCJAC0001,009018,1990,03,19.4,Y
IDCJAC0001,009018,1990,04,46.8,Y
IDCJAC0001,009018,1990,05,46.4,Y
IDCJAC0001,009018,1990,06,55.0,Y
IDCJAC0001,009018,1990,07,158.8,Y
IDCJAC0001,009018,1990,08,89.6,Y
IDCJAC0001,009018,1990,09,42.2,Y
IDCJAC0001,009018,1990,10,41.6,Y
IDCJAC0001,009018,1990,11,2.5,Y
IDCJAC0001,009018,1990,12,4.4,Y
IDCJAC0001,009018,1991,01,0.0,Y
IDCJAC0001,009018,1991,02,11.0,Y
IDCJAC0001,009018,1991,03,6.6,Y
IDCJAC0001,009018,1991,04,46.6,Y
IDCJAC0001,009018,1991,05,76.4,Y
IDCJAC0001,009018,1991,06,218.6,Y
IDCJAC0001,009018,1991,07,159.2,Y
IDCJAC0001,009018,1991,08,68.4,Y
IDCJAC0001,009018,1991,09,70.6,Y
IDCJAC0001,009018,1991,10,37.8,Y
IDCJAC0001,009018,1991,11,54.2,Y
IDCJAC0001,009018,1991,12,34.0,Y
IDCJAC0001,009018,1992,01,5.0,Y
IDCJAC0001,009018,1992,02,79.4,Y
IDCJAC0001,009018,1992,03,33.0,Y
IDCJAC0001,009018,1992,04,13.8,Y
IDCJAC0001,009018,1992,05,70.8,Y
IDCJAC0001,009018,1992,06,139.8,Y
IDCJAC0001,009018,1992,07,83.6,Y
IDCJAC0001,009018,1992,08,187.2,Y
IDCJAC0001,009018,1992,09,39.0,Y
IDCJAC0001,009018,1992,10,22.4,Y
IDCJAC0001,009018,1992,11,65.2,Y
IDCJAC0001,009018,1992,12,2.2,Y
IDCJAC0001,009018,1993,01,0.0,Y
IDCJAC0001,009018,1993,02,3.0,Y
IDCJAC0001,009018,1993,03,13.6,Y
IDCJAC0001,009018,1993,04,4.4,Y
IDCJAC0001,009018,1993,05,188.6,Y
IDCJAC0001,009018,1993,06,60.4,Y
IDCJAC0001,009018,1993,07,87.4,Y
IDCJAC0001,009018,1993,08,113.4,Y
IDCJAC0001,009018,1993,09,90.4,Y
IDCJAC0001,009018,1993,10,38.2,Y
IDCJAC0001,009018,1993,11,23.4,Y
IDCJAC0001,009018,1993,12,0.8,Y
IDCJAC0001,009018,1994,01,0.0,Y
IDCJAC0001,009018,1994,02,0.0,Y
IDCJAC0001,009018,1994,03,0.0,Y
IDCJAC0001,009018,1994,04,3.0,Y
IDCJAC0001,009018,1994,05,163.4,Y
IDCJAC0001,009018,1994,06,89.2,Y
IDCJAC0001,009018,1994,07,119.0,Y
IDCJAC0001,009018,1994,08,79.4,Y
IDCJAC0001,009018,1994,09,47.6,Y
IDCJAC0001,009018,1994,10,15.2,Y
IDCJAC0001,009018,1994,11,1.0,Y
IDCJAC0001,009018,1994,12,0.0,Y
IDCJAC0001,009018,1995,01,2.6,Y
IDCJAC0001,009018,1995,02,26.6,Y
IDCJAC0001,009018,1995,03,8.0,Y
IDCJAC0001,009018,1995,04,8.0,Y
IDCJAC0001,009018,1995,05,138.2,Y
IDCJAC0001,009018,1995,06,134.0,Y
IDCJAC0001,009018,1995,07,214.0,Y
IDCJAC0001,009018,1995,08,68.8,Y
IDCJAC0001,009018,1995,09,37.4,Y
IDCJAC0001,009018,1995,10,49.8,Y
IDCJAC0001,009018,1995,11,27.8,Y
IDCJAC0001,009018,1995,12,2.4,Y
IDCJAC0001,009018,1996,01,1.6,Y
IDCJAC0001,009018,1996,02,0.0,Y
IDCJAC0001,009018,1996,03,6.2,Y
IDCJAC0001,009018,1996,04,15.0,Y
IDCJAC0001,009018,1996,05,53.8,Y
IDCJAC0001,009018,1996,06,140.2,Y
IDCJAC0001,009018,1996,07,144.2,Y
IDCJAC0001,009018,1996,08,131.6,Y
IDCJAC0001,009018,1996,09,97.6,Y
IDCJAC0001,009018,1996,10,42.6,Y
IDCJAC0001,009018,1996,11,35.4,Y
IDCJAC0001,009018,1996,12,7.0,Y
IDCJAC0001,009018,1997,01,0.3,Y
IDCJAC0001,009018,1997,02,7.6,Y
IDCJAC0001,009018,1997,03,4.2,Y
IDCJAC0001,009018,1997,04,89.2,Y
IDCJAC0001,009018,1997,05,80.5,Y
IDCJAC0001,009018,1997,06,73.3,Y
IDCJAC0001,009018,1997,07,92.9,Y
IDCJAC0001,009018,1997,08,129.3,Y
IDCJAC0001,009018,1997,09,75.5,Y
IDCJAC0001,009018,1997,10,32.4,Y
IDCJAC0001,009018,1997,11,4.2,Y
IDCJAC0001,009018,1997,12,0.0,Y
IDCJAC0001,009018,1998,01,0.0,Y
IDCJAC0001,009018,1998,02,0.0,Y
IDCJAC0001,009018,1998,03,0.0,Y
IDCJAC0001,009018,1998,04,0.0,Y
IDCJAC0001,009018,1998,05,78.3,Y
IDCJAC0001,009018,1998,06,165.3,Y
IDCJAC0001,009018,1998,07,122.2,Y
IDCJAC0001,009018,1998,08,127.8,Y
IDCJAC0001,009018,1998,09,97.3,Y
IDCJAC0001,009018,1998,10,28.1,Y
IDCJAC0001,009018,1998,11,9.4,Y
IDCJAC0001,009018,1998,12,11.4,Y
IDCJAC0001,009018,1999,01,102.2,Y
IDCJAC0001,009018,1999,02,0.0,Y
IDCJAC0001,009018,1999,03,54.6,Y
IDCJAC0001,009018,1999,04,2.1,Y
IDCJAC0001,009018,1999,05,145.8,Y
IDCJAC0001,009018,1999,06,123.0,Y
IDCJAC0001,009018,1999,07,136.5,Y
IDCJAC0001,009018,1999,08,122.9,Y
IDCJAC0001,009018,1999,09,124.2,Y
IDCJAC0001,009018,1999,10,86.0,Y
IDCJAC0001,009018,1999,11,0.0,Y
IDCJAC0001,009018,1999,12,6.1,Y
IDCJAC0001,009018,2000,01,67.0,Y
IDCJAC0001,009018,2000,02,0.0,Y
IDCJAC0001,009018,2000,03,26.6,Y
IDCJAC0001,009018,2000,04,27.2,Y
IDCJAC0001,009018,2000,05,31.6,Y
IDCJAC0001,009018,2000,07,162.1,Y
IDCJAC0001,009018,2000,08,119.1,Y
IDCJAC0001,009018,2000,09,29.0,Y
IDCJAC0001,009018,2000,10,12.3,Y
IDCJAC0001,009018,2000,11,8.0,Y
IDCJAC0001,009018,2000,12,0.6,Y
IDCJAC0001,009018,2001,01,2.0,Y
IDCJAC0001,009018,2001,02,4.0,Y
IDCJAC0001,009018,2001,05,125.0,Y
IDCJAC0001,009018,2001,06,28.0,Y
IDCJAC0001,009018,2001,08,100.8,Y
IDCJAC0001,009018,2001,09,114.5,Y
IDCJAC0001,009018,2001,10,16.6,Y
IDCJAC0001,009018,2001,11,20.0,Y
IDCJAC0001,009018,2001,12,2.3,Y
IDCJAC0001,009018,2002,01,6.4,Y
IDCJAC0001,009018,2002,02,4.1,Y
IDCJAC0001,009018,2002,03,0.0,Y
IDCJAC0001,009018,2002,04,44.0,Y
IDCJAC0001,009018,2002,05,57.8,Y
IDCJAC0001,009018,2002,07,129.3,Y
IDCJAC0001,009018,2002,11,9.3,Y
IDCJAC0001,009018,2002,12,0.0,Y
IDCJAC0001,009018,2003,01,0.0,Y
IDCJAC0001,009018,2003,02,25.0,Y
IDCJAC0001,009018,2003,03,30.4,Y
IDCJAC0001,009018,2003,08,85.5,Y
IDCJAC0001,009018,2003,11,28.0,Y
IDCJAC0001,009018,2004,05,104.0,Y
IDCJAC0001,009018,2004,06,121.0,Y
IDCJAC0001,009018,2004,07,90.9,Y
IDCJAC0001,009018,2004,08,127.0,Y
IDCJAC0001,009018,2004,09,38.0,Y
IDCJAC0001,009018,2004,11,48.8,Y
IDCJAC0001,009018,2004,12,0.0,Y
IDCJAC0001,009018,2005,01,0.0,Y
IDCJAC0001,009018,2005,02,5.0,Y
IDCJAC0001,009018,2005,03,21.5,Y
IDCJAC0001,009018,2005,05,116.9,Y
IDCJAC0001,009018,2005,06,211.1,Y
IDCJAC0001,009018,2005,07,63.9,Y
IDCJAC0001,009018,2005,08,91.4,Y
IDCJAC0001,009018,2005,12,6.5,Y
IDCJAC0001,009018,2006,01,86.0,Y
IDCJAC0001,009018,2006,02,14.5,Y
IDCJAC0001,009018,2006,03,0.0,Y
IDCJAC0001,009018,2006,04,33.6,Y
IDCJAC0001,009018,2006,05,38.0,Y
IDCJAC0001,009018,2006,06,28.5,Y
IDCJAC0001,009018,2006,07,74.0,Y
IDCJAC0001,009018,2006,08,137.0,Y
IDCJAC0001,009018,2006,10,31.5,Y
IDCJAC0001,009018,2006,11,15.0,Y
IDCJAC0001,009018,2006,12,7.6,Y
IDCJAC0001,009018,2007,01,19.0,Y
IDCJAC0001,009018,2007,02,9.0,Y
IDCJAC0001,009018,2007,03,3.0,Y
IDCJAC0001,009018,2007,04,50.5,Y
IDCJAC0001,009018,2007,05,62.0,Y
IDCJAC0001,009018,2007,06,68.0,Y
IDCJAC0001,009018,2007,07,147.0,Y
IDCJAC0001,009018,2007,09,72.1,Y
IDCJAC0001,009018,2007,10,31.9,Y
IDCJAC0001,009018,2007,11,7.2,Y
IDCJAC0001,009018,2007,12,66.6,Y
IDCJAC0001,009018,2008,01,2.4,Y
IDCJAC0001,009018,2008,02,28.5,Y
IDCJAC0001,009018,2008,03,18.5,Y
IDCJAC0001,009018,2008,04,69.3,Y
IDCJAC0001,009018,2008,05,66.1,Y
IDCJAC0001,009018,2008,06,85.4,Y
IDCJAC0001,009018,2008,07,174.9,Y
IDCJAC0001,009018,2008,08,31.2,Y
IDCJAC0001,009018,2008,09,89.9,Y
IDCJAC0001,009018,2008,10,54.2,Y
IDCJAC0001,009018,2008,11,35.0,Y
IDCJAC0001,009018,2008,12,4.6,Y
IDCJAC0001,009018,2009,01,0.0,Y
IDCJAC0001,009018,2009,02,0.5,Y
IDCJAC0001,009018,2009,03,0.4,Y
IDCJAC0001,009018,2009,04,13.9,Y
IDCJAC0001,009018,2009,05,31.5,Y
IDCJAC0001,009018,2009,07,144.2,Y
IDCJAC0001,009018,2009,08,155.1,Y
IDCJAC0001,009018,2009,09,87.4,Y
IDCJAC0001,009018,2009,10,21.2,Y
IDCJAC0001,009018,2009,11,38.0,Y
IDCJAC0001,009018,2009,12,0.0,Y
IDCJAC0001,009018,2010,01,0.0,Y
IDCJAC0001,009018,2010,02,0.0,Y
IDCJAC0001,009018,2010,03,21.0,Y
IDCJAC0001,009018,2010,04,12.4,Y
IDCJAC0001,009018,2010,05,81.6,Y
IDCJAC0001,009018,2010,06,53.9,Y
IDCJAC0001,009018,2010,07,81.2,Y
IDCJAC0001,009018,2010,08,79.3,Y
IDCJAC0001,009018,2010,09,29.0,Y
IDCJAC0001,009018,2010,10,12.4,Y
IDCJAC0001,009018,2010,12,12.8,Y
IDCJAC0001,009018,2011,01,9.3,Y
IDCJAC0001,009018,2011,02,21.0,Y
IDCJAC0001,009018,2011,03,39.0,Y
IDCJAC0001,009018,2011,04,18.2,Y
IDCJAC0001,009018,2011,05,71.0,Y
IDCJAC0001,009018,2011,07,120.2,Y
IDCJAC0001,009018,2011,09,90.4,Y
IDCJAC0001,009018,2011,12,79.0,Y
IDCJAC0001,009018,2012,02,46.6,Y
IDCJAC0001,009018,2012,05,30.2,Y
IDCJAC0001,009018,2012,06,93.3,Y
IDCJAC0001,009018,2012,07,22.6,Y
IDCJAC0001,009018,2012,08,94.0,Y
IDCJAC0001,009018,2012,09,62.5,Y
IDCJAC0001,009018,2012,10,5.4,Y
IDCJAC0001,009018,2012,11,89.0,Y
IDCJAC0001,009018,2013,01,18.6,Y
IDCJAC0001,009018,2013,02,0.0,Y
IDCJAC0001,009018,2013,03,69.0,Y
IDCJAC0001,009018,2013,04,9.6,Y
IDCJAC0001,009018,2013,05,100.5,Y
IDCJAC0001,009018,2013,07,110.5,Y
IDCJAC0001,009018,2013,11,10.0,Y
IDCJAC0001,009018,2014,03,6.5,Y
IDCJAC0001,009018,2014,04,33.0,Y
IDCJAC0001,009018,2014,05,83.8,Y
IDCJAC0001,009018,2014,06,58.8,Y
IDCJAC0001,009018,2014,07,210.8,Y
IDCJAC0001,009018,2014,08,44.1,Y
IDCJAC0001,009018,2014,09,124.5,Y
IDCJAC0001,009018,2014,10,38.3,Y
IDCJAC0001,009018,2014,11,25.0,Y
IDCJAC0001,009018,2015,01,0.0,Y
IDCJAC0001,009018,2015,02,48.0,Y
IDCJAC0001,009018,2015,03,12.0,Y
IDCJAC0001,009018,2015,04,31.0,Y
IDCJAC0001,009018,2015,05,45.5,Y
IDCJAC0001,009018,2015,06,56.5,Y
IDCJAC0001,009018,2015,07,126.5,Y
IDCJAC0001,009018,2015,08,86.0,Y
IDCJAC0001,009018,2015,09,44.0,Y
IDCJAC0001,009018,2015,11,8.5,Y
IDCJAC0001,009018,2015,12,11.6,Y
IDCJAC0001,009018,2016,01,4.0,Y
IDCJAC0001,009018,2016,02,17.0,Y
IDCJAC0001,009018,2016,03,84.0,Y
IDCJAC0001,009018,2016,04,35.0,Y
IDCJAC0001,009018,2016,06,110.1,Y
IDCJAC0001,009018,2016,07,99.9,Y
IDCJAC0001,009018,2016,10,22.0,Y
IDCJAC0001,009018,2016,11,8.0,Y
IDCJAC0001,009018,2016,12,8.8,Y
IDCJAC0001,009018,2017,01,89.2,Y
IDCJAC0001,009018,2017,04,0.0,Y
IDCJAC0001,009018,2017,05,32.0,Y
IDCJAC0001,009018,2017,06,35.0,Y
IDCJAC0001,009018,2017,07,109.2,Y
IDCJAC0001,009018,2017,08,117.0,Y
IDCJAC0001,009018,2017,09,58.5,Y
IDCJAC0001,009018,2017,10,3.0,Y
IDCJAC0001,009018,2017,11,7.0,Y
IDCJAC0001,009018,2017,12,30.5,Y
IDCJAC0001,009018,2018,01,54.5,Y
IDCJAC0001,009018,2018,02,0.0,Y
IDCJAC0001,009018,2018,03,0.0,Y
IDCJAC0001,009018,2018,04,20.0,Y
IDCJAC0001,009018,2018,05,58.0,Y
IDCJAC0001,009018,2019,04,2.2,Y
IDCJAC0001,009018,2019,05,0.0,Y
IDCJAC0001,009018,2019,06,162.4,Y
IDCJAC0001,009018,2019,07,91.5,Y
IDCJAC0001,009018,2019,08,100.8,Y
IDCJAC0001,009018,2019,09,24.4,Y
IDCJAC0001,009018,2019,10,0.0,N
IDCJAC0001,009018,2019,11,23.0,Y
IDCJAC0001,009018,2020,01,0.0,Y
IDCJAC0001,009018,2020,02,73.0,N
IDCJAC0001,009018,2020,03,15.4,Y
IDCJAC0001,009018,2020,04,17.5,N
IDCJAC0001,009018,2020,05,70.5,N
IDCJAC0001,009018,2020,06,109.8,N
IDCJAC0001,009018,2020,07,60.1,N
IDCJAC0001,009018,2020,08,103.1,N
IDCJAC0001,009018,2020,09,61.0,N
IDCJAC0001,009018,2020,10,7.2,Y
IDCJAC0001,009018,2020,11,56.2,N
IDCJAC0001,009018,2020,12,3.2,Y
IDCJAC0001,009018,2021,01,4.2,Y
IDCJAC0001,009018,2021,02,38.4,N
IDCJAC0001,009018,2021,03,39.8,N
IDCJAC0001,009018,2021,04,16.0,N
IDCJAC0001,009018,2021,05,127.6,N
IDCJAC0001,009018,2021,06,88.5,N
IDCJAC0001,009018,2021,07,217.9,N
IDCJAC0001,009018,2021,08,88.0,N
IDCJAC0001,009018,2021,09,73.2,N
IDCJAC0001,009018,2021,10,86.8,N
IDCJAC0001,009018,2021,11,14.6,Y
IDCJAC0001,009018,2021,12,0.0,Y
IDCJAC0001,009018,2022,01,0.0,Y
IDCJAC0001,009018,2022,02,0.0,Y
IDCJAC0001,009018,2022,03,12.4,Y
IDCJAC0001,009018,2022,04,63.7,Y
IDCJAC0001,009018,2022,05,101.9,N
IDCJAC0001,009018,2022,06,38.8,N
IDCJAC0001,009018,2022,07,110.5,N
IDCJAC0001,009018,2022,10,33.1,Y
IDCJAC0001,009018,2022,11,22.7,Y
IDCJAC0001,009018,2022,12,0.0,Y
IDCJAC0001,009018,2023,01,3.4,N
IDCJAC0001,009018,2023,03,19.4,N
IDCJAC0001,009018,2023,04,25.0,N
IDCJAC0001,009018,2023,05,38.8,N
IDCJAC0001,009018,2023,06,153.9,N
IDCJAC0001,009018,2023,07,93.1,N
IDCJAC0001,009018,2023,08,20.9,N
IDCJAC0001,009018,2023,09,65.7,N
